,Name,Sex,Age,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
14136,WANG Jianjiahe,F,19,China,CHN,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 800m Freestyle,
14137,WANG Jianjiahe,F,19,China,CHN,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 1500m Freestyle,
14714,YANG Junxuan,F,19,China,CHN,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 100m Freestyle,
14715,YANG Junxuan,F,19,China,CHN,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 200m Freestyle,
14717,YANG Junxuan,F,19,China,CHN,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 4 x 100m Medley Relay Team,
14139,WANG Kuan-Hung,M,19,Chinese Taipei,TPE,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 100m Butterfly,
14140,WANG Kuan-Hung,M,19,Chinese Taipei,TPE,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 200m Butterfly,
12427,SOERENSEN Karoline Enevold,F,19,Denmark,DEN,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 4 x 100m Medley Relay Team,
3059,DELGADO Anicka,F,19,Ecuador,ECU,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 50m Freestyle,
3060,DELGADO Anicka,F,19,Ecuador,ECU,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 100m Freestyle,
10893,RAMADAN Youssef,M,19,Egypt,EGY,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 100m Butterfly,
137,ADAMS Taeyanna,F,19,Federated States of Micronesia,FSM,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 100m Breaststroke,
8124,MARCHAND Leon,M,19,France,FRA,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 200m Butterfly,
8125,MARCHAND Leon,M,19,France,FRA,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 200m Individual Medley,
8126,MARCHAND Leon,M,19,France,FRA,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 400m Individual Medley,
8127,MARCHAND Leon,M,19,France,FRA,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 4 x 100m Medley Relay Team,
13287,TOMAC Mewen,M,19,France,FRA,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 100m Backstroke,
13288,TOMAC Mewen,M,19,France,FRA,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 200m Backstroke,
4449,GIRARD de LANGLADE MPALI Adam,M,19,Gabon,GAB,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 50m Freestyle,
3551,ELENDT Anna Charlott Darcel,F,19,Germany,GER,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 100m Breaststroke,
3552,ELENDT Anna Charlott Darcel,F,19,Germany,GER,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 4 x 100m Medley Relay Team,
4621,GOSE Isabel,F,19,Germany,GER,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 200m Freestyle,
4622,GOSE Isabel,F,19,Germany,GER,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 400m Freestyle,
4623,GOSE Isabel,F,19,Germany,GER,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 800m Freestyle,
4624,GOSE Isabel,F,19,Germany,GER,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 4 x 200m Freestyle Relay Team,
7032,KUECHLER Hannah,F,19,Germany,GER,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 4 x 100m Freestyle Relay Team,
8189,MARTENS Lukas,M,19,Germany,GER,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 200m Freestyle,
8190,MARTENS Lukas,M,19,Germany,GER,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 400m Freestyle,
8191,MARTENS Lukas,M,19,Germany,GER,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 1500m Freestyle,
8192,MARTENS Lukas,M,19,Germany,GER,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 4 x 200m Freestyle Relay Team,
8164,MARKOS Dimitrios,M,19,Greece,GRE,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 200m Freestyle,
8165,MARKOS Dimitrios,M,19,Greece,GRE,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 800m Freestyle,
13963,VINCENT Davidson,M,19,Haiti,HAI,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 100m Butterfly,
5351,HO Nam Wai Tinky,F,19,"Hong Kong, China",HKG,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 4 x 100m Freestyle Relay Team,
1158,BEKESI Eszter,F,19,Hungary,HUN,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 200m Breaststroke,
4866,GYURINOVICS Fanni,F,19,Hungary,HUN,2020 Summer,2020,Summer,Tokyo,Swimming,Mixed 4 x 100m Medley Relay Team,
6403,KESELY Ajna,F,19,Hungary,HUN,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 400m Freestyle,
6404,KESELY Ajna,F,19,Hungary,HUN,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 800m Freestyle,
6405,KESELY Ajna,F,19,Hungary,HUN,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 1500m Freestyle,
6406,KESELY Ajna,F,19,Hungary,HUN,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 4 x 200m Freestyle Relay Team,
10333,PERMATAHANI Azzahra,F,19,Indonesia,INA,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 400m Individual Medley,
14109,WALSHE Ellen,F,19,Ireland,IRL,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 100m Butterfly,
14110,WALSHE Ellen,F,19,Ireland,IRL,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 200m Individual Medley,
1044,BARZELAY Aviv,F,19,Israel,ISR,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 200m Backstroke,
2536,COHEN GROUMI Gal,M,19,Israel,ISR,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 100m Butterfly,
2537,COHEN GROUMI Gal,M,19,Israel,ISR,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 200m Individual Medley,
2538,COHEN GROUMI Gal,M,19,Israel,ISR,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 4 x 200m Freestyle Relay Team,
2539,COHEN GROUMI Gal,M,19,Israel,ISR,2020 Summer,2020,Summer,Tokyo,Swimming,Mixed 4 x 100m Medley Relay Team,
1856,BURDISSO Federico,M,19,Italy,ITA,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 100m Butterfly,
9340,NAMBA Miyu,F,19,Japan,JPN,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 400m Freestyle,
9341,NAMBA Miyu,F,19,Japan,JPN,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 800m Freestyle,
11285,ROSAFIO Danilo,M,19,Kenya,KEN,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 100m Freestyle,
1821,BUDCHARERN Siri Arun,F,19,Laos,LAO,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 50m Freestyle,
13098,TETEREVKOVA Kotryna,F,19,Lithuania,LTU,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 100m Breaststroke,
13099,TETEREVKOVA Kotryna,F,19,Lithuania,LTU,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 200m Breaststroke,
13881,VERDINO Claudia,F,19,Monaco,MON,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 100m Breaststroke,
1068,BATBAYAR Enkhkhuslen,F,19,Mongolia,MGL,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 50m Freestyle,
6428,KHAN Bisma,F,19,Pakistan,PAK,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 50m Freestyle,
2435,CHRISTIANSON Bernhard Tyler,M,19,Panama,PAN,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 200m Breaststroke,
2436,CHRISTIANSON Bernhard Tyler,M,19,Panama,PAN,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 200m Individual Medley,
13800,VARGAS Joaquin,M,19,Peru,PER,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 200m Freestyle,
13801,VARGAS Joaquin,M,19,Peru,PER,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 400m Freestyle,
12221,SIERADZKI Kamil,M,19,Poland,POL,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 4 x 200m Freestyle Relay Team,
367,AL-OBAIDLY Abdulaziz,M,19,Qatar,QAT,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 200m Breaststroke,
3504,EGOROV Aleksandr,M,19,Russia,ROC,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 400m Freestyle,
3505,EGOROV Aleksandr,M,19,Russia,ROC,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 800m Freestyle,
3506,EGOROV Aleksandr,M,19,Russia,ROC,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 1500m Freestyle,
8262,MARTYNYCHEV Kirill,M,19,Russia,ROC,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 1500m Freestyle,
8786,MINAKOV Andrei,M,19,Russia,ROC,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 100m Freestyle,
8787,MINAKOV Andrei,M,19,Russia,ROC,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 100m Butterfly,
8788,MINAKOV Andrei,M,19,Russia,ROC,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 4 x 100m Freestyle Relay Team,
8789,MINAKOV Andrei,M,19,Russia,ROC,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 4 x 100m Medley Relay Team,
12086,SHCHEGOLEV Aleksandr,M,19,Russia,ROC,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 4 x 100m Freestyle Relay Team,
3726,FAIN Katja,F,19,Slovenia,SLO,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 800m Freestyle,
3727,FAIN Katja,F,19,Slovenia,SLO,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 1500m Freestyle,
3728,FAIN Katja,F,19,Slovenia,SLO,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 400m Individual Medley,
2530,COETZEE Dune,F,19,South Africa,RSA,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 4 x 200m Freestyle Relay Team,
8535,MEDER Rebecca,F,19,South Africa,RSA,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 200m Individual Medley,
8536,MEDER Rebecca,F,19,South Africa,RSA,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 4 x 200m Freestyle Relay Team,
6563,KIM Woomin,M,19,South Korea,KOR,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 4 x 200m Freestyle Relay Team,
4256,GARCIA SAIZ Nicolas,M,19,Spain,ESP,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 200m Backstroke,
13521,TYURINA Anastasiya,F,19,Tajikistan,TJK,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 50m Freestyle,
13563,UNLU Baturalp,M,19,Turkey,TUR,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 200m Freestyle,
11987,SEMYONOVA Darya,F,19,Turkmenistan,TKM,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 100m Breaststroke,
1840,BUKHOV Vladyslav,M,19,Ukraine,UKR,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 50m Freestyle,
8847,MITCHELL Jake,M,19,United States,USA,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 400m Freestyle,
12388,SMITH Regan,F,19,United States,USA,2020 Summer,2020,Summer,Tokyo,Swimming,Mixed 4 x 100m Medley Relay Team,
8665,MESTRE Alfonso,M,19,Venezuela,VEN,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 400m Freestyle,
8666,MESTRE Alfonso,M,19,Venezuela,VEN,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 800m Freestyle,
7037,KUIPERS Natalia Jean,F,19,Virgin Islands,ISV,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 400m Freestyle,
9019,MOOSA Shaquille,M,19,Zambia,ZAM,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 50m Freestyle,
5367,HODGES Chelsea,F,20,Australia,AUS,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 4 x 100m Medley Relay Team,Gold
8488,McKEOWN Kaylee,F,20,Australia,AUS,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 100m Backstroke,Gold
8489,McKEOWN Kaylee,F,20,Australia,AUS,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 200m Backstroke,Gold
8490,McKEOWN Kaylee,F,20,Australia,AUS,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 4 x 100m Medley Relay Team,Gold
13231,TITMUS Ariarne,F,20,Australia,AUS,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 200m Freestyle,Gold
13232,TITMUS Ariarne,F,20,Australia,AUS,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 400m Freestyle,Gold
15021,ZHANG Yifan,F,20,China,CHN,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 4 x 200m Freestyle Relay Team,Gold
491,ANDERSON Freya,F,20,Great Britain,GBR,2020 Summer,2020,Summer,Tokyo,Swimming,Mixed 4 x 100m Medley Relay Team,Gold
676,ARMSTRONG Joseph,M,20,United States,USA,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 4 x 100m Medley Relay Team,Gold
2746,CURRY Brooks,M,20,United States,USA,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 4 x 100m Freestyle Relay Team,Gold
13233,TITMUS Ariarne,F,20,Australia,AUS,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 800m Freestyle,Silver
11591,SANCHEZ Kayla,F,20,Canada,CAN,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 4 x 100m Freestyle Relay Team,Silver
2137,CECCON Thomas,M,20,Italy,ITA,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 4 x 100m Freestyle Relay Team,Silver
12769,SULLIVAN Erica,F,20,United States,USA,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 1500m Freestyle,Silver
14104,WALSH Alex,F,20,United States,USA,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 200m Individual Medley,Silver
8491,McKEOWN Kaylee,F,20,Australia,AUS,2020 Summer,2020,Summer,Tokyo,Swimming,Mixed 4 x 100m Medley Relay Team,Bronze
13234,TITMUS Ariarne,F,20,Australia,AUS,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 4 x 200m Freestyle Relay Team,Bronze
11593,SANCHEZ Kayla,F,20,Canada,CAN,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 4 x 100m Medley Relay Team,Bronze
2138,CECCON Thomas,M,20,Italy,ITA,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 4 x 100m Medley Relay Team,Bronze
10609,PONTI Noe,M,20,Switzerland,SUI,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 100m Butterfly,Bronze
5366,HODGES Chelsea,F,20,Australia,AUS,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 100m Breaststroke,
7369,LEE Se-Bom,M,20,Australia,AUS,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 400m Individual Medley,
6134,KAHLER Marlene,F,20,Austria,AUT,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 400m Freestyle,
6135,KAHLER Marlene,F,20,Austria,AUT,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 800m Freestyle,
6136,KAHLER Marlene,F,20,Austria,AUT,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 1500m Freestyle,
1062,BASTIAN Izaak,M,20,Bahamas,BAH,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 100m Breaststroke,
1063,BASTIAN Izaak,M,20,Bahamas,BAH,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 200m Breaststroke,
2104,CASTILLO Gabriel,M,20,Bolivia,BOL,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 100m Backstroke,
4061,FREEMAN James,M,20,Botswana,BOT,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 200m Freestyle,
4062,FREEMAN James,M,20,Botswana,BOT,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 400m Freestyle,
6332,KAZE Odrina,F,20,Burundi,BDI,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 50m Freestyle,
6730,KNOX Finlay,M,20,Canada,CAN,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 200m Individual Medley,
11589,SANCHEZ Kayla,F,20,Canada,CAN,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 50m Freestyle,
11590,SANCHEZ Kayla,F,20,Canada,CAN,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 100m Freestyle,
11592,SANCHEZ Kayla,F,20,Canada,CAN,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 4 x 200m Freestyle Relay Team,
15033,ZHANG Ziyang,M,20,China,CHN,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 4 x 200m Freestyle Relay Team,
2144,CEJKA Jan,M,20,Czech Republic,CZE,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 100m Backstroke,
2145,CEJKA Jan,M,20,Czech Republic,CZE,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 200m Backstroke,
14827,YOUNG Robyn,F,20,Eswatini,SWZ,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 50m Freestyle,
9403,NDOYE-BROUARD Yohann,M,20,France,FRA,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 100m Backstroke,
9404,NDOYE-BROUARD Yohann,M,20,France,FRA,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 200m Backstroke,
9405,NDOYE-BROUARD Yohann,M,20,France,FRA,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 4 x 100m Medley Relay Team,
5718,IMNADZE Mariam,F,20,Georgia,GEO,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 100m Freestyle,
11107,RIEDER Celine,F,20,Germany,GER,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 1500m Freestyle,
487,ANDERSON Freya,F,20,Great Britain,GBR,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 100m Freestyle,
488,ANDERSON Freya,F,20,Great Britain,GBR,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 200m Freestyle,
489,ANDERSON Freya,F,20,Great Britain,GBR,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 4 x 100m Freestyle Relay Team,
490,ANDERSON Freya,F,20,Great Britain,GBR,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 4 x 100m Medley Relay Team,
10362,PETERS Jacob Thomas Taylor,M,20,Great Britain,GBR,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 100m Butterfly,
3626,ENGLEZAKIS Konstantinos,M,20,Greece,GRE,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 400m Freestyle,
3627,ENGLEZAKIS Konstantinos,M,20,Greece,GRE,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 800m Freestyle,
10080,PAPASTAMOS Apostolos,M,20,Greece,GRE,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 200m Individual Medley,
10081,PAPASTAMOS Apostolos,M,20,Greece,GRE,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 400m Individual Medley,
3795,FELIX Delron,M,20,Grenada,GRN,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 100m Freestyle,
4553,GOMEZ Mineri Kurotori,F,20,Guam,GUM,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 100m Freestyle,
4667,GRAND PIERRE Emilie Faith,F,20,Haiti,HAI,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 100m Breaststroke,
6065,JORUNNARDOTTIR Snaefridur Sol,F,20,Iceland,ISL,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 100m Freestyle,
6066,JORUNNARDOTTIR Snaefridur Sol,F,20,Iceland,ISL,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 200m Freestyle,
9370,NATARAJ Srihari,M,20,India,IND,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 100m Backstroke,
926,BALSINI Matin,M,20,Iran,IRI,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 200m Butterfly,
8406,Mc GEEVER Finn,M,20,Ireland,IRL,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 4 x 200m Freestyle Relay Team,
8409,Mc SHARRY Mona,F,20,Ireland,IRL,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 100m Breaststroke,
8410,Mc SHARRY Mona,F,20,Ireland,IRL,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 200m Breaststroke,
14364,WIFFEN Daniel,M,20,Ireland,IRL,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 800m Freestyle,
14365,WIFFEN Daniel,M,20,Ireland,IRL,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 1500m Freestyle,
4023,FRANKEL Tomer,M,20,Israel,ISR,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 100m Butterfly,
4024,FRANKEL Tomer,M,20,Israel,ISR,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 4 x 200m Freestyle Relay Team,
10592,POLONSKY Ron,M,20,Israel,ISR,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 200m Breaststroke,
10593,POLONSKY Ron,M,20,Israel,ISR,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 200m Individual Medley,
10594,POLONSKY Ron,M,20,Israel,ISR,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 400m Individual Medley,
2135,CECCON Thomas,M,20,Italy,ITA,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 100m Freestyle,
2136,CECCON Thomas,M,20,Italy,ITA,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 100m Backstroke,
2139,CECCON Thomas,M,20,Italy,ITA,2020 Summer,2020,Summer,Tokyo,Swimming,Mixed 4 x 100m Medley Relay Team,
2990,de TULLIO Marco,M,20,Italy,ITA,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 400m Freestyle,
2991,de TULLIO Marco,M,20,Italy,ITA,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 4 x 200m Freestyle Relay Team,
8272,MASCOLO Anna Chiara,F,20,Italy,ITA,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 4 x 200m Freestyle Relay Team,
5685,IKARI Yuki,M,20,Japan,JPN,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 400m Individual Medley,
6742,KOBORI Waka,F,20,Japan,JPN,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 400m Freestyle,
6743,KOBORI Waka,F,20,Japan,JPN,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 800m Freestyle,
11503,SAKAI Natsumi,F,20,Japan,JPN,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 4 x 100m Freestyle Relay Team,
11706,SATO Shoma,M,20,Japan,JPN,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 100m Breaststroke,
11707,SATO Shoma,M,20,Japan,JPN,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 200m Breaststroke,
11708,SATO Shoma,M,20,Japan,JPN,2020 Summer,2020,Summer,Tokyo,Swimming,Mixed 4 x 100m Medley Relay Team,
416,AL-WIR Amro,M,20,Jordan,JOR,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 100m Breaststroke,
417,AL-WIR Amro,M,20,Jordan,JOR,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 200m Breaststroke,
5660,IBRAHIM Mubal Azzam,M,20,Maldives,MDV,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 100m Freestyle,
11526,SALCUTAN Tatiana,F,20,Moldova,MDA,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 100m Backstroke,
11527,SALCUTAN Tatiana,F,20,Moldova,MDA,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 200m Backstroke,
1617,BOUTOUIL Samy,M,20,Morocco,MAR,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 100m Freestyle,
2611,CORBEAU Caspar,M,20,Netherlands,NED,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 100m Breaststroke,
2612,CORBEAU Caspar,M,20,Netherlands,NED,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 200m Breaststroke,
11837,SCHOUTEN Tes,F,20,Netherlands,NED,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 100m Breaststroke,
11838,SCHOUTEN Tes,F,20,Netherlands,NED,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 4 x 100m Medley Relay Team,
13129,THOMAS Eve,F,20,New Zealand,NZL,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 800m Freestyle,
13130,THOMAS Eve,F,20,New Zealand,NZL,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 1500m Freestyle,
13131,THOMAS Eve,F,20,New Zealand,NZL,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 4 x 200m Freestyle Relay Team,
3103,DERKOSKI Filip,M,20,North Macedonia,MKD,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 400m Freestyle,
7701,LOEYNING Ingeborg,F,20,Norway,NOR,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 100m Backstroke,
7702,LOEYNING Ingeborg,F,20,Norway,NOR,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 200m Backstroke,
3860,FIEDKIEWICZ Kornelia,F,20,Poland,POL,2020 Summer,2020,Summer,Tokyo,Swimming,Mixed 4 x 100m Medley Relay Team,
7989,MAJERSKI Jakub,M,20,Poland,POL,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 100m Butterfly,
7990,MAJERSKI Jakub,M,20,Poland,POL,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 200m Butterfly,
7991,MAJERSKI Jakub,M,20,Poland,POL,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 4 x 100m Medley Relay Team,
7992,MAJERSKI Jakub,M,20,Poland,POL,2020 Summer,2020,Summer,Tokyo,Swimming,Mixed 4 x 100m Medley Relay Team,
7745,LOPES Jose,M,20,Portugal,POR,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 800m Freestyle,
7746,LOPES Jose,M,20,Portugal,POR,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 400m Individual Medley,
687,ARROYO Jarod,M,20,Puerto Rico,PUR,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 200m Individual Medley,
688,ARROYO Jarod,M,20,Puerto Rico,PUR,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 400m Individual Medley,
8201,MARTIN Daniel,M,20,Romania,ROU,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 100m Backstroke,
8202,MARTIN Daniel,M,20,Romania,ROU,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 100m Butterfly,
6690,KLEVANOVICH Elizaveta,F,20,Russia,ROC,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 4 x 100m Freestyle Relay Team,
1925,CADOGAN Shane,M,20,Saint Vincent and the Grenadines,VIN,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 50m Freestyle,
13657,VALLONI Arianna,F,20,San Marino,SMR,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 800m Freestyle,
13658,VALLONI Arianna,F,20,San Marino,SMR,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 1500m Freestyle,
1799,BU ARISH Yousif,M,20,Saudi Arabia,KSA,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 100m Butterfly,
14580,WYSE Joshua,M,20,Sierra Leone,SLE,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 50m Freestyle,
